"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Jannaber S.; Zobel B.; Berkemeier L.; Thomas O.","Jannaber, Sven (57189628609); Zobel, Benedikt (57190034146); Berkemeier, Lisa (57189634607); Thomas, Oliver (57220728632)","57189628609; 57190034146; 57189634607; 57220728632","Development of a prototype for Smart Glasses-based process modelling","2018","Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI)","1","","","321","324","1","","https://www.scopus.com/pages/publications/85086038654?origin=resultslist","Osnabrück University, IMWI, Katharinenstraße 3, Osnabrück, 49074, Germany","Jannaber S., Osnabrück University, IMWI, Katharinenstraße 3, Osnabrück, 49074, Germany; Zobel B., Osnabrück University, IMWI, Katharinenstraße 3, Osnabrück, 49074, Germany; Berkemeier L., Osnabrück University, IMWI, Katharinenstraße 3, Osnabrück, 49074, Germany; Thomas O., Osnabrück University, IMWI, Katharinenstraße 3, Osnabrück, 49074, Germany","The integration of mobile technology is considered a major challenge for the BPM domain. Wearable devices such as smart glasses have already been successfully applied in highmobility fields such as technical services. However, the utilization of smart glasses to document and model processes still remains on a conceptual level and has not yet been instantiated. This paper demonstrates a prototype for process modelling on smart glasses. It is shown how glassesspecific functionality, e.g. voice recognition, can be incorporated into a modelling environment that facilitates the run-time modelling of processes, even for modelling novices. © 2018 Gesellschaft fur Informatik (GI).","BPM; Process modelling; Run-time modelling; Smart glasses","Glass; Process engineering; BPM; High mobility; Mobile Technology; Process-models; Run-time modeling; Runtimes; Smart glass; Technical service; Time modeling; Wearable devices; Wearable technology","Conference paper","Final","","Scopus","2-s2.0-85086038654"
"Cil E.; Dumanli S.","Cil, Erdem (57200138669); Dumanli, Sema (16042273200)","57200138669; 16042273200","The Design of a Reconfigurable Slot Antenna Printed on Glass for Wearable Applications","2020","IEEE Access","8","","9097270","95417","95423","24","10.1109/ACCESS.2020.2996020","https://www.scopus.com/pages/publications/85086070714?origin=resultslist","Electrical and Electronics Engineering Department, Bogazici University, Istanbul, Turkey","Cil E., Electrical and Electronics Engineering Department, Bogazici University, Istanbul, Turkey; Dumanli S., Electrical and Electronics Engineering Department, Bogazici University, Istanbul, Turkey","A novel pattern and polarization reconfigurable wearable slot antenna suitable for smart glasses is proposed. The antenna is designed and fabricated on glass and reconfiguration is realized using four PIN diodes. It operates in the 2.4 GHz Industrial, Scientific and Medical Band. It consists of an equilateral L-shaped slot fed by a single coplanar waveguide feed. The slot is manipulated with switches to generate two modes of operation. Each mode corresponds to one of the two states of the switches which result in different L-shaped slots with unequal legs creating patterns that are polarized in perpendicular to each other. The antenna has been shown to perform well near the human body using numerical and physical phantoms. The correlation between the two modes is calculated to be less than 0.04 with 41% and 56% on-body efficiency for each mode. The Specific Absorption Rate is shown to be well below the limit specified in the European Standards through simulations. © 2013 IEEE.","Antenna radiation pattern; glass; slot antenna; wireless body sensor network","Antenna feeders; Coplanar waveguides; Glass; Microstrip antennas; Microwave antennas; Semiconductor diodes; Wearable antennas; Coplanar waveguide feeds; European Standards; Industrial , scientific and medical bands; Modes of operation; Novel patterns; Reconfigurable; Specific absorption rate; Wearable applications; Slot antennas","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85086070714"
"Ramsay D.; Paradiso J.","Ramsay, David (57204365286); Paradiso, Joe (35576415800)","57204365286; 35576415800","Peripheral Light Cues as a Naturalistic Measure of Focus","2022","IMX 2022 - Proceedings of the 2022 ACM International Conference on Interactive Media Experiences","","","","375","379","4","10.1145/3505284.3532984","https://www.scopus.com/pages/publications/85133929154?origin=resultslist","Responsive Environments Group, Mit Media Lab, Cambridge, MA, United States","Ramsay D., Responsive Environments Group, Mit Media Lab, Cambridge, MA, United States; Paradiso J., Responsive Environments Group, Mit Media Lab, Cambridge, MA, United States","Deeply immersive experiences are intrinsically rewarding; evoking them for another is a cornerstone of success in artistic or design practice. At the same time, modern interfaces have created a state of 'partial continuous attention', and frequent self-interruption is more common than ever. In this paper, we propose a smart-glasses based interaction to quantify self-interruption dynamics in naturalistic settings, in which a slowly changing peripheral LED is monitored as a secondary task by the user. We demonstrate that this interaction captures useful information about a user's state of engagement in real-world conditions. These data can provide designers and artists novel, objective insight into the depth of immersive experience evoked in real-world settings.  © 2022 Owner/Author.","absorption; ambulatory measurement; attention; ecological validity; flow; focus; phenomenology; psychometric; wearable","Wearable technology; Ambulatory measurement; Attention; Design practice; Ecological validity; Flow; Immersive; Phenomenology; Psychometric; Self-interruption; Wearable; Interface states","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85133929154"
"Arpaia P.; Criscuolo S.; Benedetto E.D.; Donato N.; Duraccio L.","Arpaia, Pasquale (7006199525); Criscuolo, Sabatina (57419367000); Benedetto, Egidio De (24471322500); Donato, Nicola (7004078412); Duraccio, Luigi (57218210774)","7006199525; 57419367000; 24471322500; 7004078412; 57218210774","Evaluation of the Effectiveness of a Wearable, AR-based BCI for Robot Control in ADHD Treatment","2022","2022 IEEE International Workshop on Metrology for Extended Reality, Artificial Intelligence and Neural Engineering, MetroXRAINE 2022 - Proceedings","","","","630","634","5","10.1109/MetroXRAINE54828.2022.9967655","https://www.scopus.com/pages/publications/85144619385?origin=resultslist","University of Naples Federico Ii, Interdepartmental Research Center in Health Management and Innovation in Healthcare, Naples, Italy; University of Naples Federico Ii, Department of Information Technology and Electrical Engineering, Naples, Italy; University of Messina, Department of Engineering, Messina, Italy; Polytechnic University of Turin, Department of Electronics and Telecommunications, Turin, Italy","Arpaia P., University of Naples Federico Ii, Interdepartmental Research Center in Health Management and Innovation in Healthcare, Naples, Italy; Criscuolo S., University of Naples Federico Ii, Department of Information Technology and Electrical Engineering, Naples, Italy; Benedetto E.D., University of Naples Federico Ii, Department of Information Technology and Electrical Engineering, Naples, Italy; Donato N., University of Messina, Department of Engineering, Messina, Italy; Duraccio L., Polytechnic University of Turin, Department of Electronics and Telecommunications, Turin, Italy","A highly wearable, single-channel Brain-Computer Interface based on Augmented Reality and Steady-State Visually Evoked Potentials is proposed as a therapy for Attention Deficit Hyperactivity Disorder (ADHD) rehabilitation of children. Through the proposed system, the user can drive a social robot, in real-time, by simply looking at the flickering icons rendered on the Augmented Reality (AR) smart glasses. The social robot is already successfully employed for ADHD treatment. After a preliminary evaluation of the children adherence to the therapy (involving 18 subjects), a one-month therapy was conducted on 7 participants. During the tests, different tasks were assigned to the children depending on their level of involvement. The obtained results, based on the Italian Battery for ADHD, highlight that for all the participants, an improvement in the various tests proposed could be observed, even with a low number of sessions.  © 2022 IEEE.","ADHD Therapies; Augmented Reality; Brain-Computer Interfaces; Health 4.0; Robot-Assisted Therapies; Wearable Systems","Brain computer interface; Electrophysiology; Interface states; Patient rehabilitation; Robots; Wearable technology; Attention deficit hyperactivity disorder; Attention deficit hyperactivity disorder therapy; Health 4.0; Real- time; Robot-assisted therapies; Robots control; Single channels; Social robots; Steady-state visually evoked potential; Wearable systems; Augmented reality","Conference paper","Final","","Scopus","2-s2.0-85144619385"
"Jeong I.; Kim K.; Lee J.; Ugli M.M.N.; Nuralievich M.A.; Cho J.","Jeong, Incheol (57221132582); Kim, Kapyol (57221132870); Lee, Jongwon (57415279100); Ugli, Mukhiddinov Mukhriddin Nuriddin (57215927861); Nuralievich, Mukhamadiyev Abdinabi (59455039400); Cho, JinSoo (55474141500)","57221132582; 57221132870; 57415279100; 57215927861; 59455039400; 55474141500","WebRTC-based real-time non-face-to-face visual assistance system design and research for the visually impaired using glasses-type assistive devices","2021","International Conference on ICT Convergence","2021-October","","","1205","1207","2","10.1109/ICTC52510.2021.9620933","https://www.scopus.com/pages/publications/85122924330?origin=resultslist","Gachon University, Department of Computer Science, Seongnam, South Korea","Jeong I., Gachon University, Department of Computer Science, Seongnam, South Korea; Kim K., Gachon University, Department of Computer Science, Seongnam, South Korea; Lee J., Gachon University, Department of Computer Science, Seongnam, South Korea; Ugli M.M.N., Gachon University, Department of Computer Science, Seongnam, South Korea; Nuralievich M.A., Gachon University, Department of Computer Science, Seongnam, South Korea; Cho J., Gachon University, Department of Computer Science, Seongnam, South Korea","This paper discusses the system for visual assistance assistant non-face-to-face activity assistance services to help blind and blind people with visual information during their daily lives. We would like to provide a limited number of helpers to help more people through non-face-to-face services. In addition, we would like to minimize the mutual anxiety between the blind and the helper in offline face-to-face activities due to pandemics such as COVID-19. The proposed system uses raspberry pie-based optician aids and WebRTC streaming technology to help visually impaired people check videos taken through aids in real time through streaming and translate videos. In addition, by allowing voice calls to be made so that visually impaired people can communicate well in situations where they ask for help, the visually impaired can only receive help at the moment they need it in real time. This is expected to contribute to the efficient use of time and manpower to assist more visually impaired people. As a follow-up study, we would like to study how the function of spectacle-type aids can be added to assist blind people in doing more activities independently.  © 2021 IEEE.","Blind people; Low vision; Real time video call; Smart glasses; Web rtc","Blind people; Face to face; Low vision; Real time video call; Real time videos; Real- time; Smart glass; Video calls; Visually impaired people; Web rtc; Glass","Conference paper","Final","","Scopus","2-s2.0-85122924330"
"Chang W.-J.; Su J.-P.; Chen L.-B.; Chen M.-C.; Hsu C.-H.; Yang C.-H.; Sie C.-Y.; Chuang C.-H.","Chang, Wan-Jung (56828495300); Su, Jian-Ping (57193066425); Chen, Liang-Bi (8266743400); Chen, Ming-Che (57208109847); Hsu, Chia-Hao (57205508082); Yang, Ching-Hsiang (57208103522); Sie, Cheng-You (57208106880); Chuang, Cheng-Hsin (55701600600)","56828495300; 57193066425; 8266743400; 57208109847; 57205508082; 57208103522; 57208106880; 55701600600","An AI edge computing based W earable assistive device for visually impaired people zebra-crossing walking","2020","Digest of Technical Papers - IEEE International Conference on Consumer Electronics","2020-January","","9043132","","","17","10.1109/ICCE46568.2020.9043132","https://www.scopus.com/pages/publications/85079800644?origin=resultslist","Southern Taiwan University of Science and Technology, Department of Electronic Engineering, Tainan, Taiwan; Artificial Intelligence over Internet of Things Applied Research Center (AIoT Center), Southern Taiwan University of Science and Technology, Tainan, Taiwan; Institute of Medical Science and Technology, National Sun Yat-sen University, Kaohsiung, Taiwan","Chang W.-J., Southern Taiwan University of Science and Technology, Department of Electronic Engineering, Tainan, Taiwan, Artificial Intelligence over Internet of Things Applied Research Center (AIoT Center), Southern Taiwan University of Science and Technology, Tainan, Taiwan; Su J.-P.; Chen L.-B., Southern Taiwan University of Science and Technology, Department of Electronic Engineering, Tainan, Taiwan, Artificial Intelligence over Internet of Things Applied Research Center (AIoT Center), Southern Taiwan University of Science and Technology, Tainan, Taiwan, Institute of Medical Science and Technology, National Sun Yat-sen University, Kaohsiung, Taiwan; Chen M.-C., Southern Taiwan University of Science and Technology, Department of Electronic Engineering, Tainan, Taiwan, Artificial Intelligence over Internet of Things Applied Research Center (AIoT Center), Southern Taiwan University of Science and Technology, Tainan, Taiwan, Institute of Medical Science and Technology, National Sun Yat-sen University, Kaohsiung, Taiwan; Hsu C.-H., Southern Taiwan University of Science and Technology, Department of Electronic Engineering, Tainan, Taiwan; Yang C.-H., Southern Taiwan University of Science and Technology, Department of Electronic Engineering, Tainan, Taiwan; Sie C.-Y., Southern Taiwan University of Science and Technology, Department of Electronic Engineering, Tainan, Taiwan; Chuang C.-H., Institute of Medical Science and Technology, National Sun Yat-sen University, Kaohsiung, Taiwan","This paper proposes an artificial intelligence (AI) edge computing-based wearable assistive device for assisting zebra-crossing walking of the visually impaired people. The proposed assistive device is composed of a pair of smart glasses, a walking cane, and a waist-mounted box. When the visually impaired pedestrian prepares to cross the zebra-crossing, thus the visually impaired pedestrian will receive the current traffic light signal message. The visually impaired guidance voice service will be provided via Bluetooth (BT). Moreover, when the walking offset occurs on the zebra-crossing, then the visually impaired pedestrian will be reminded through the voice prompt of the earphone. © 2020 IEEE.","","Crosswalks; Edge computing; Traffic signals; Wearable technology; Assistive devices; Traffic light; Visually impaired; Visually impaired pedestrians; Visually impaired people; Voice prompts; Voice services; Wearable assistive devices; Walking aids","Conference paper","Final","","Scopus","2-s2.0-85079800644"
"Akter T.; Ahmed T.; Kapadia A.; Swaminathan M.","Akter, Taslima (57209060932); Ahmed, Tousif (57014358200); Kapadia, Apu (57207528871); Swaminathan, Manohar (57191972784)","57209060932; 57014358200; 57207528871; 57191972784","Shared Privacy Concerns of the Visually Impaired and Sighted Bystanders with Camera-Based Assistive Technologies","2022","ACM Transactions on Accessible Computing","15","2","11","","","24","10.1145/3506857","https://www.scopus.com/pages/publications/85132076747?origin=resultslist","Indiana University Bloomington, Luddy School of Informatics, Computing, and Engineering, Bloomington, 47408, IN, United States; Microsoft Research, Lavelle Road, Ashok Nagar, Karnataka, Bengaluru, 560001, India","Akter T., Indiana University Bloomington, Luddy School of Informatics, Computing, and Engineering, Bloomington, 47408, IN, United States; Ahmed T., Indiana University Bloomington, Luddy School of Informatics, Computing, and Engineering, Bloomington, 47408, IN, United States; Kapadia A., Indiana University Bloomington, Luddy School of Informatics, Computing, and Engineering, Bloomington, 47408, IN, United States; Swaminathan M., Microsoft Research, Lavelle Road, Ashok Nagar, Karnataka, Bengaluru, 560001, India","Camera-based assistive technologies can provide people with visual impairments (PVIs) visually derived information about people in their vicinity. Furthermore, the advent of smart glasses offers the possibility of not only analyzing visual information in front of the wearers but also behind them through an extended field of view. Although such visually available' information can enhance one's social interactions, the privacy and ethical implications for automated judgments about bystanders, especially from the perspective of PVIs, remains underexplored. To study the concerns of both bystanders and PVIs with such technologies, we conducted two online surveys with visually impaired participants as wearers (N = 128) and sighted participants as bystanders (N = 136). Although PVIs found some types of information to be improper or impolite (such as someone's weight), our overarching finding is the shared ethical concern between PVIs and bystanders related to the fallibility of AI, in which bystanders can be misrepresented (algorithmically) by the devices. These mischaracterizations can range from occasional unexpected algorithmic errors (e.g., errors in facial recognition) to the questionable use of AI for determining subjective social constructs (such as gender). Based on our findings, we discuss the design implications and directions for future work in the development of camera-based assistive technologies while mitigating the ethical concerns of PVIs and bystanders.  © 2022 Association for Computing Machinery.","AI ethics; augmented reality; fairness and bias; Privacy; visually impaired","Assistive technology; Cameras; Ethical technology; Face recognition; Surveys; AI ethic; Assistive technology; Camera-based; Ethical concerns; Fairness and bias; Privacy; Privacy concerns; Smart glass; Visual impairment; Visually impaired; Augmented reality","Article","Final","","Scopus","2-s2.0-85132076747"
"Orchard A.; O'Gorman M.; La Vecchia C.; Lajoie J.","Orchard, Alexi (57226889558); O'Gorman, Marcel (26868004800); La Vecchia, Chelsea (57673035800); Lajoie, Jason (57216995772)","57226889558; 26868004800; 57673035800; 57216995772","Augmented Reality Smart Glasses in Focus: A User Group Report","2022","Conference on Human Factors in Computing Systems - Proceedings","","","20","","","6","10.1145/3491101.3503565","https://www.scopus.com/pages/publications/85129770643?origin=resultslist","University of Waterloo, Canada","Orchard A., University of Waterloo, Canada; O'Gorman M., University of Waterloo, Canada; La Vecchia C., University of Waterloo, Canada; Lajoie J., University of Waterloo, Canada","Augmented Reality Smart Glasses (ARSG) are a recent development in consumer-level personal computing technology. Research on ARSGs has largely focused on new forms of etiquette for these personal computing devices, but little else has been examined due in part to consumer availability. The most well-known example of ARSGs is Google Glass, which are no longer available for consumer purchase due to privacy concerns. Google has more recently transitioned to industry-focused applications with the Glass Enterprise Edition [1]. Recent consumer-facing iterations on the technology include Snapchat Spectacles and Ray-Ban Stories, which reignite some of the anxieties surrounding wearable cameras. Focals by North, the ARSG product studied in this project, do not have the capacity to record video or audio, thus mitigating the risk of privacy breaches. This study examines how users of Focals employ the device, successfully or not, to facilitate daily activities such as scheduling, communication, wayfinding, and how non-users perceive the interactions of Focals users. Participants wrote blog responses and participated in a focus group on their daily experiences with the glasses; they also speculated on potential uses and features of future iterations relating to accessibility and entertainment purposes. Focals by North, a relatively low-cost ARSG, aims to make this tech mass market to ""seamlessly [blend] technology into our world""[2]. However, this study found participants preferred choice when receiving notifications, and greatly questioned the need for notifications to appear in their field of vision. We anticipate that these results will inform frameworks for assessing consumer facing ARSG products in future work. © 2022 Owner/Author.","augmented reality; field of vision; heads-up display; multi-tasking; Smart glasses","Facings; Glass; Glass industry; Personal computing; Purchasing; Computing technology; Field of vision; Glass products; Glasses In; Google+; Head-UpDisplay; Heads-up-display; Multi tasking; Smart glass; User groups; Augmented reality","Conference paper","Final","","Scopus","2-s2.0-85129770643"
"Fu Z.; Han J.; Zheng D.; Sugawa M.; Furukawa T.; George C.; Danny H.; Marcelo P.; Karola M.; Minamizawa K.; Ward J.A.; Kunze K.","Fu, Zhuoqi (57226293749); Han, Jiawen (57207819121); Zheng, Dingding (57196004855); Sugawa, Moe (57210698213); Furukawa, Taichi (57210701653); George, Chernyshov (57191374788); Danny, Hynds (57218762114); Marcelo, Padovani (57222258110); Karola, Marky (57189383508); Minamizawa, Kouta (24587799600); Ward, Jamie A (57196494666); Kunze, Kai (21743317500)","57226293749; 57207819121; 57196004855; 57210698213; 57210701653; 57191374788; 57218762114; 57222258110; 57189383508; 24587799600; 57196494666; 21743317500","Boiling Mind-A Dataset of Physiological Signals during an Exploratory Dance Performance","2021","ACM International Conference Proceeding Series","","","","301","303","5","10.1145/3458709.3459006","https://www.scopus.com/pages/publications/85111001544?origin=resultslist","Keio University, Japan; Technische Universität Darmstadt, Germany; Goldsmiths University of London, United Kingdom","Fu Z., Keio University, Japan; Han J., Keio University, Japan; Zheng D., Keio University, Japan; Sugawa M., Keio University, Japan; Furukawa T., Keio University, Japan; George C., Keio University, Japan; Danny H., Keio University, Japan; Marcelo P., Keio University, Japan; Karola M., Technische Universität Darmstadt, Germany; Minamizawa K., Keio University, Japan; Ward J.A., Goldsmiths University of London, United Kingdom; Kunze K., Keio University, Japan","The relationship between audience and performers is crucial to what makes live events so special. The aim of this work is to develop a new approach amplifying the link between audiences and performers. Specifically, we explore the use of wearable sensors in gathering real-time audience data to augment the visuals of a live dance performance. We used the J!NS MEME, smart glasses with integrated electrodes enabling eye movement analysis (e.g. blink detection) and inertial motion sensing of the head (e.g. nodding recognition). This data is streamed from the audience and visualised live on stage during a performance, alongside we also collected heart rate and eye gaze of selected audience. In this paper we present the recorded dataset, including accelerometer, electrooculography(EOG), and gyroscope data from 23 audience members.  © 2021 Owner/Author.","Audience Engagement; Physiological Signals; Visualization","Computer applications; Computer programming; Blink detections; Eye movement analysis; Heart rates; Inertial motion-sensing; Integrated electrodes; New approaches; Physiological signals; Smart glass; Eye movements","Conference paper","Final","","Scopus","2-s2.0-85111001544"
"Rene A.O.N.; Okuhara K.; Shibata J.; Matsui T.","Rene, Antonio Oliveira Nzinga (56019530200); Okuhara, Koji (56019727300); Shibata, Junko (24481967900); Matsui, Takeshi (58437847600)","56019530200; 56019727300; 24481967900; 58437847600","Coping Support and Stress Detection Using Ambient Computing","2021","Proceedings - 2021 10th International Congress on Advanced Applied Informatics, IIAI-AAI 2021","","","","625","630","0","10.1109/IIAI-AAI53430.2021.00112","https://www.scopus.com/pages/publications/85133199974?origin=resultslist","Toyama Prefectural University, Department of Information Systems Engineering, Toyama, 939-0398, Japan; Kobe Gakuin University, Faculty of Economics, Hyogo, Kobe, 651-2180, Japan; Gunma University, Faculty of Social and Information Studies, Gunma, 371-8510, Japan","Rene A.O.N., Toyama Prefectural University, Department of Information Systems Engineering, Toyama, 939-0398, Japan; Okuhara K., Toyama Prefectural University, Department of Information Systems Engineering, Toyama, 939-0398, Japan; Shibata J., Kobe Gakuin University, Faculty of Economics, Hyogo, Kobe, 651-2180, Japan; Matsui T., Gunma University, Faculty of Social and Information Studies, Gunma, 371-8510, Japan","This study employs sensors to create a lifelog that records human biometric and behavioral information as digital data. Then, from the log, we can identify human behavior. Identifying the behavior makes it possible to adopt stress countermeasures. This paper proposes a method to support individuals from mental and physical burdens by analyzing stress countermeasures and providing assistive displays through smart glasses. Also, since the display from the sensor to the smart glasses is automatically processed, no specific operation is required on the human side. Therefore, the system functions as ambient computing. We aim to develop an ambient computing system that can determine the coping contents and display them on the smart glasses based on the user's behavior identification without any operation. © 2021 IEEE.","ambient computing; IoT; smart glasses; stress management","Glass; Internet of things; Stresses; Ambient computing; Assistive; Digital datas; Human behaviors; IoT; Life log; Smart glass; Stress detection; Stress management; System functions; Behavioral research","Conference paper","Final","","Scopus","2-s2.0-85133199974"
"Yang K.; Bergasa L.M.; Romera E.; Sun D.; Wang K.; Barea R.","Yang, Kailun (57189005098); Bergasa, Luis M. (6602297767); Romera, Eduardo (56742992300); Sun, Dongming (7403968813); Wang, Kaiwei (8531922500); Barea, Rafael (56802238100)","57189005098; 6602297767; 56742992300; 7403968813; 8531922500; 56802238100","Semantic perception of curbs beyond traversability for real-world navigation assistance systems","2018","2018 IEEE International Conference on Vehicular Electronics and Safety, ICVES 2018","","","8519526","","","10","10.1109/ICVES.2018.8519526","https://www.scopus.com/pages/publications/85057600204?origin=resultslist","College of Optical Science and Engineering, Zhejiang University, Hangzhou, China; Department of Electronics, University Alcalá, Madrid, Spain; Department of Computing, Imperial College London, London, United Kingdom","Yang K., College of Optical Science and Engineering, Zhejiang University, Hangzhou, China; Bergasa L.M., Department of Electronics, University Alcalá, Madrid, Spain; Romera E., Department of Electronics, University Alcalá, Madrid, Spain; Sun D., Department of Computing, Imperial College London, London, United Kingdom; Wang K., College of Optical Science and Engineering, Zhejiang University, Hangzhou, China; Barea R., Department of Electronics, University Alcalá, Madrid, Spain","Intelligent Vehicles (IV) and navigational assistance for the Visually Impaired (VI) are becoming highly coupled, both fulfilling safety-critical tasks towards the utopia of all traffic participants. In this paper, the main purpose is to leverage recently emerged methods for self-driving technology, and transfer them to augment perception and aid navigation in ambient assisted living. More precisely, we put forward to seize pixel-wise semantic segmentation to support curb negotiation and traversability awareness, along the pathway of visually impaired individuals. At the crux of our perception unification framework is an effort to attain efficient understanding by proposing a deep architecture built on residual factorized convolution and pyramidical representation. A comprehensive set of experiments demonstrates the accurate scene parsing results with promise of real-time inference speed. Crucially, real-world performance over state-of-art approaches qualifies the proposed framework for assistance when deployed to two wearable navigation systems, including a pair of commercial smart glasses and a prototype of customized device. © 2018 IEEE.","","Curbs; Navigation systems; Safety engineering; Ambient assisted living; Assistance system; Critical tasks; Deep architectures; Real-time inference; Real-world performance; Semantic segmentation; Visually impaired; Semantics","Conference paper","Final","","Scopus","2-s2.0-85057600204"
"Xie W.; Zhang Q.; Zhang J.","Xie, Wentao (57219114709); Zhang, Qian (56670485000); Zhang, Jin (55904685200)","57219114709; 56670485000; 55904685200","Acoustic-based Upper Facial Action Recognition for Smart Eyewear","2021","Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies","5","2","3448105","","","25","10.1145/3448105","https://www.scopus.com/pages/publications/85108895759?origin=resultslist","Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Southern University of Science and Technology, Shenzhen, China; Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Hong Kong, Hong Kong; Department of Computer Science and Engineering, Southern University of Science and Technology, Shenzhen, China","Xie W., Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Southern University of Science and Technology, Shenzhen, China; Zhang Q., Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Hong Kong, Hong Kong; Zhang J., Department of Computer Science and Engineering, Southern University of Science and Technology, Shenzhen, China","Smart eyewear (e.g., AR glasses) is considered to be the next big breakthrough for wearable devices. The interaction of state-of-the-art smart eyewear mostly relies on the touchpad which is obtrusive and not user-friendly. In this work, we propose a novel acoustic-based upper facial action (UFA) recognition system that serves as a hands-free interaction mechanism for smart eyewear. The proposed system is a glass-mounted acoustic sensing system with several pairs of commercial speakers and microphones to sense UFAs. There are two main challenges in designing the system. The first challenge is that the system is in a severe multipath environment and the received signal could have large attenuation due to the frequency-selective fading which will degrade the system's performance. To overcome this challenge, we design an Orthogonal Frequency Division Multiplexing (OFDM)-based channel state information (CSI) estimation scheme that is able to measure the phase changes caused by a facial action while mitigating the frequency-selective fading. The second challenge is that because the skin deformation caused by a facial action is tiny, the received signal has very small variations. Thus, it is hard to derive useful information directly from the received signal. To resolve this challenge, we apply a time-frequency analysis to derive the time-frequency domain signal from the CSI. We show that the derived time-frequency domain signal contains distinct patterns for different UFAs. Furthermore, we design a Convolutional Neural Network (CNN) to extract high-level features from the time-frequency patterns and classify the features into six UFAs, namely, cheek-raiser, brow-raiser, brow-lower, wink, blink and neutral. We evaluate the performance of our system through experiments on data collected from 26 subjects. The experimental result shows that our system can recognize the six UFAs with an average F1-score of 0.92. © 2021 ACM.","acoustic sensing; eyewear; facial actions; OFDM; wearables","Channel state information; Convolutional neural networks; Face recognition; Frequency domain analysis; Frequency estimation; Glass; Orthogonal frequency division multiplexing; Facial action recognition; Hands-free interactions; High-level features; Multi-path environments; Recognition systems; System's performance; Time frequency analysis; Time frequency domain; Frequency selective fading","Article","Final","","Scopus","2-s2.0-85108895759"
"Caria M.; Todde G.; Sara G.; Piras M.; Pazzona A.","Caria, Maria (36797722700); Todde, Giuseppe (56730866000); Sara, Gabriele (57211622259); Piras, Marco (57216462686); Pazzona, Antonio (24308009100)","36797722700; 56730866000; 57211622259; 57216462686; 24308009100","Performance and usability of smartglasses for augmented reality in precision livestock farming operations","2020","Applied Sciences (Switzerland)","10","7","2318","","","41","10.3390/app10072318","https://www.scopus.com/pages/publications/85083589483?origin=resultslist","Department of Agricultural Science, University of Sassari, Sassari, 07100, Italy; Agricultural Research Agency of Sardinia, Animals Research Station, Sassari, 07100, Italy","Caria M., Department of Agricultural Science, University of Sassari, Sassari, 07100, Italy; Todde G., Department of Agricultural Science, University of Sassari, Sassari, 07100, Italy; Sara G., Department of Agricultural Science, University of Sassari, Sassari, 07100, Italy; Piras M., Agricultural Research Agency of Sardinia, Animals Research Station, Sassari, 07100, Italy; Pazzona A., Department of Agricultural Science, University of Sassari, Sassari, 07100, Italy","In recent years, smartglasses for augmented reality are becoming increasingly popular in professional contexts. However, no commercial solutions are available for the agricultural field, despite the potential of this technology to help farmers. Many head-wearable devices in development possess a variety of features that may affect the smartglasses wearing experience. Over the last decades, dairy farms have adopted new technologies to improve their productivity and profit. However, there remains a gap in the literature as regards the application of augmented reality in livestock farms. Head-wearable devices may offer invaluable benefits to farmers, allowing real-time information monitoring of each animal during on-farm activities. The aim of this study was to expand the knowledge base on how augmented reality devices (smartglasses) interact with farming environments, focusing primarily on human perception and usability. Research has been conducted examining the GlassUp F4 smartglasses during animal selection process. Sixteen participants performed the identification and grouping trials in the milking parlor, reading different types of contents on the augmented reality device optical display. Two questionnaires were used to evaluate the perceived workload and usability of the device. Results showed that the information type could influence the perceived workload and the animal identification process. Smart glasses for augmented reality were a useful tool in the animal genetic improvement program offering promising opportunities for adoption in livestock operations in terms of assessing data consultation and information about animals. © 2020 by the authors.","Breeding; Feeding; Milking system; Precision agriculture; Sheep; Workload index","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85083589483"
